Entity,Code,Year,2020s,2010s,2000s,1990s,1980s,1970s,1960s,1950s,1940s
Egypt,EGY,5,0.301651,0.5450239,-0.32919446,-0.32831955,-0.56485116,-0.73990935,-1.3837897,-0.93328935,-0.6869221
Egypt,EGY,6,0.73886985,0.64604646,-0.31220722,-0.4636652,-0.7352959,-1.2058496,-0.24564438,-1.0956719,-1.4216894
Egypt,EGY,7,0.71094626,0.3357336,0.0970604,-0.5283577,-1.0973413,-1.3961303,-1.2560492,-1.291291,-1.5902529
Egypt,EGY,8,0.9556114,0.5459553,-0.12924595,-0.6787962,-1.4208748,-2.114036,-1.3546463,-1.3048512,-1.7866247
Egypt,EGY,9,1.0749462,0.19183254,-0.049863625,-0.4898468,-1.3103253,-1.7426761,-1.8706005,-1.7906821,-2.5113845
Egypt,EGY,10,0.27137488,0.19885674,-0.34604186,-0.07681732,-1.5465273,-1.2952311,-1.312677,-1.560915,-1.9626224
Egypt,EGY,11,0.59849393,0.5206419,-0.094609454,-0.18893203,-1.4379867,-1.5290343,-0.7349762,-1.1990805,-1.1715212
Egypt,EGY,12,1.0212317,0.2526086,0.18130827,-0.37526378,-0.82645005,-1.5720407,-0.383869,-1.2541192,-2.064249
El Salvador,SLV,1,0.971597,0.27031803,-0.2622614,-0.058267973,-0.51159513,-0.6302732,-0.84519005,-1.2294868,-1.3121812
El Salvador,SLV,2,0.7466933,0.4220911,-0.27107143,-0.30042362,-0.50777054,-0.99299145,-1.023189,-1.2684839,-1.1937819
El Salvador,SLV,3,0.85745686,0.40526733,-0.26492596,-0.25816172,-0.53528726,-0.5211235,-0.73295367,-0.92771435,-1.0653048
El Salvador,SLV,4,0.6353245,0.27324885,-0.17741528,-0.16992703,-0.37794933,-0.606558,-0.686993,-0.91239375,-1.0407038
El Salvador,SLV,5,0.98913157,0.2797863,-0.19330463,-0.14620629,-0.10053005,-0.6291582,-0.30032292,-1.0742252,-1.1692396
El Salvador,SLV,6,0.21988678,0.40446147,-0.25232315,-0.12513772,-0.28206807,-0.54378223,-0.9601938,-1.2227919,-1.2307221
El Salvador,SLV,7,0.66364515,0.61647546,-0.33501607,-0.32410774,-0.49577636,-0.62687397,-0.9312113,-1.4735769,-1.2379696
El Salvador,SLV,8,0.48039132,0.38359356,-0.1222805,-0.22919598,-0.4178814,-0.61308765,-0.67121315,-1.0083811,-1.1311827
El Salvador,SLV,9,0.78707695,0.38537636,-0.16814423,-0.25012875,-0.32697374,-0.6291065,-0.84806234,-1.1094677,-1.3328117
El Salvador,SLV,10,1.0141952,0.30481416,-0.035704613,-0.33943024,-0.021355629,-0.29398975,-0.740235,-1.2537296,-1.2451851
El Salvador,SLV,11,0.54356116,0.4519001,-0.24585533,-0.22705841,0.023602867,-0.44627684,-1.0122305,-1.0188938,-1.3373325
El Salvador,SLV,12,0.559481,0.3427824,-0.005947304,-0.34348565,-0.2874365,-0.60999584,-1.0457189,-1.1979506,-1.2698485
Equatorial Guinea,GNQ,1,0.8292634,0.43925247,-0.16210727,-0.45519772,-0.608709,-0.95110875,-1.1390543,-1.0805537,-1.1467651
Equatorial Guinea,GNQ,2,0.9119644,0.37448826,-0.11836586,-0.41250497,-0.5279293,-0.9098099,-1.1189928,-1.2782475,-1.1725496
Equatorial Guinea,GNQ,3,0.64915276,0.3516678,-0.12815705,-0.33577234,-0.48449898,-0.90284956,-1.0473535,-1.2115555,-1.1969273
Equatorial Guinea,GNQ,4,0.5328804,0.37887305,-0.18246326,-0.28326473,-0.3534935,-0.74642867,-0.81387883,-0.9669512,-1.1256981
Equatorial Guinea,GNQ,5,0.7167648,0.3710289,-0.17518139,-0.34111005,-0.50797844,-0.7820362,-0.7677721,-0.92719364,-1.1726812
Equatorial Guinea,GNQ,6,0.71067846,0.40461025,-0.22269154,-0.2924078,-0.6103153,-0.8437975,-0.75420934,-1.0282519,-0.9952799
Equatorial Guinea,GNQ,7,0.86177444,0.34315377,-0.05101948,-0.44486922,-0.6859894,-0.95391005,-0.6894331,-1.0883701,-1.2018077
Equatorial Guinea,GNQ,8,0.9002552,0.36354008,-0.104663275,-0.43017083,-0.61294234,-0.9649353,-0.750984,-0.97558385,-0.8518427
Equatorial Guinea,GNQ,9,0.6755047,0.45576915,-0.13212319,-0.4541231,-0.6177572,-0.86427003,-0.95508254,-0.936376,-1.0733936
Equatorial Guinea,GNQ,10,0.6369507,0.43169022,-0.07097359,-0.46538258,-0.61251277,-0.7540186,-0.91909105,-1.11595,-1.0968406
Equatorial Guinea,GNQ,11,0.5926224,0.4808878,-0.09008236,-0.5081774,-0.5857662,-0.7846325,-1.030564,-1.1181471,-1.2978929
Equatorial Guinea,GNQ,12,0.95904386,0.45288354,-0.1294487,-0.47467098,-0.7246668,-0.97737944,-1.0850939,-1.0436594,-1.151358
Eritrea,ERI,1,0.32235208,0.41528624,-0.1371111,-0.14951554,-0.31949538,-0.6035582,-0.14717922,-0.9404953,-1.0870695
Eritrea,ERI,2,-0.05777963,0.54451144,0.18058777,-0.8409464,-0.7926596,-0.44799137,-0.63547915,-1.1780516,-1.5607113
Eritrea,ERI,3,0.4267273,0.57676375,0.074956894,-0.76165885,-0.25149173,-0.4987976,-0.87584174,-1.0643499,-1.7319019
Eritrea,ERI,4,0.37430304,0.20160846,0.0017503739,-0.32366505,-0.79633063,-0.69376487,-1.6183589,-1.5778586,-1.6873827
Eritrea,ERI,5,0.5741604,0.11293373,0.029569816,-0.17679939,-0.8963312,-1.071359,-1.2704182,-2.37259,-2.1743107
Eritrea,ERI,6,1.012344,0.24434128,-0.16677761,-0.10780831,-0.8473654,-1.2355671,-0.56853104,-2.6047873,-2.6713398
Eritrea,ERI,7,0.91868323,0.5477497,-0.019748688,-0.5478443,-0.40515366,-1.5669491,-0.1054882,-2.4266567,-2.8194818
Eritrea,ERI,8,0.16843033,0.13871975,0.23319168,-0.15000553,-0.15148029,-1.220529,0.13722858,-2.2241046,-2.3202405
Eritrea,ERI,9,0.8420235,0.27751598,-0.119277574,-0.16337033,-0.5575851,-1.3372767,-1.1615026,-2.2168264,-2.5178754
Eritrea,ERI,10,0.77232516,0.2922287,-0.10703144,-0.15189724,-0.45562077,-0.93928605,-1.461372,-1.818738,-2.2561395
Eritrea,ERI,11,0.6511208,0.3145483,-0.10264168,-0.20141602,-0.42188892,-0.9267637,-1.1769432,-1.146723,-1.9115562
Eritrea,ERI,12,0.51481855,0.08194218,-0.07484722,-0.00023765564,-0.46796665,-1.0503334,-0.6348793,-1.1086735,-1.7515968
Estonia,EST,1,1.7458615,-1.8024724,0.48924145,0.86245567,-2.2833962,-2.2536337,-4.136696,-2.0787563,-4.288406
Estonia,EST,2,2.1361022,-0.02751131,-0.2169787,0.343351,-2.196364,-1.7636411,-2.8467655,-2.4679914,-2.885879
Estonia,EST,3,2.0332649,0.0022881746,-0.30796942,0.32387847,-1.5428674,-0.93358266,-2.9754224,-3.2786133,-3.1123455
Estonia,EST,4,0.003019333,0.0052540777,0.39991075,-0.17411408,-1.0040655,-1.997771,-1.6196547,-1.9935005,-2.0662086
Estonia,EST,5,0.06484699,0.96980363,0.01734743,-0.91561717,0.117285684,-0.5049943,-1.0866095,-1.8106638,-1.3301404
Estonia,EST,6,2.3848872,0.16410656,-0.47239226,-0.006453323,-0.22323275,-0.18640204,-0.08265324,-0.8052839,-0.9939925
Estonia,EST,7,0.32033426,0.5420483,0.24712582,-0.852959,-0.96058464,-1.1106948,-1.4799337,-1.149567,-0.15282384
Estonia,EST,8,0.90034693,0.22940636,0.11787367,-0.41970462,-1.2748363,-0.8397927,-1.2634723,-0.6388095,-0.19036761
Estonia,EST,9,0.9883791,0.54506767,0.09902611,-1.0755332,-0.9728258,-1.3938911,-0.46500722,-0.79196405,0.030737877
Estonia,EST,10,1.6091442,-0.09482636,0.3026287,-0.4886612,0.5291887,-1.3083006,0.35115197,-0.1740377,-0.9250742
Estonia,EST,11,1.2527531,1.0094595,0.25256005,-1.6153862,-0.87715304,-0.38988632,-0.9815343,-1.186219,-1.6893829
Estonia,EST,12,-0.6210116,0.8467798,-0.1360712,-0.8409934,-1.6526678,-1.4586209,-2.4151502,-1.3297952,-1.8290571
Eswatini,SWZ,1,0.36315474,-0.041962624,-0.13512897,0.07788696,0.18371716,-0.14710274,0.011841202,-1.0589628,-1.1656151
Eswatini,SWZ,2,0.02108574,0.23962155,-0.21491584,-0.16012383,-0.10717869,-0.6576948,-0.331719,-1.1276095,-1.3938587
Eswatini,SWZ,3,0.21562798,0.47686252,-0.23770714,-0.24761887,-0.0856863,-0.42541522,-0.3900633,-0.7707596,-1.5615686
Eswatini,SWZ,4,0.17014465,0.09865322,-0.085359,0.00039978029,0.030401612,-0.2825672,-0.68023455,0.020467186,-0.6201004
Eswatini,SWZ,5,0.36541328,0.65242845,-0.4079072,-0.29311267,-0.16395283,-0.47520763,-0.70162,-0.34462088,-0.8442788
Eswatini,SWZ,6,0.07899876,0.64822644,-0.1165206,-0.5005183,-0.84077483,-0.6682889,-0.89018667,-0.76048744,-0.4462553
Eswatini,SWZ,7,0.40399057,0.6757234,-0.29048195,-0.31020355,-0.27359095,-0.35903674,-0.48451605,-0.11026554,-0.47532016
Eswatini,SWZ,8,0.2594406,0.506413,0.16999216,-0.792941,-0.38382387,-0.31616107,-0.28959483,-0.632112,-0.25937605
Eswatini,SWZ,9,0.14689255,0.44480628,-0.322328,-0.16624203,-0.7859356,-0.25270098,-0.15610829,-0.68337214,-0.38157845
Eswatini,SWZ,10,0.18592568,0.039489746,0.18781777,-0.26187342,-0.585474,-0.24007225,0.08928852,0.3885437,0.30556756
Eswatini,SWZ,11,0.65214694,-0.07453785,-0.056168936,-0.023501586,-0.48575592,-0.5188166,-0.410816,-0.077840425,-0.3965519
Eswatini,SWZ,12,0.37116814,-0.04074192,0.038884163,-0.21445751,-0.06463432,-0.21640301,-0.3230505,-0.7115372,-0.99145925
Ethiopia,ETH,1,0.39406648,0.24492207,-0.13887691,-0.15671977,-0.43731517,-0.81923616,-1.3107458,-1.166168,-1.1947205
Ethiopia,ETH,2,0.3999262,0.27349988,-0.024990464,-0.39233074,-0.7507126,-1.0308282,-1.5412331,-1.4476694,-1.6449016
Ethiopia,ETH,3,0.47059917,0.32318497,-0.03787899,-0.46900806,-0.5497713,-0.9110878,-1.4629523,-1.5762291,-1.8166773
Ethiopia,ETH,4,0.5516914,0.40764982,-0.1836977,-0.3762211,-0.80516607,-0.7434271,-1.3720623,-2.0107763,-1.335084
Ethiopia,ETH,5,0.79909706,0.07768631,0.13747254,-0.2326088,-0.7127544,-1.0672271,-0.88395846,-2.1237786,-1.5097538
Ethiopia,ETH,6,0.81935847,0.33340722,-0.22371311,-0.17174645,-0.67398053,-0.94960177,-0.49981022,-1.8000097,-1.4134233
Ethiopia,ETH,7,0.3189087,0.3737839,-0.02375393,-0.37968045,-0.47022992,-0.8233898,-0.2165823,-1.6665236,-1.3060404
Ethiopia,ETH,8,0.35123596,0.27085704,-0.016011428,-0.25066432,-0.48595792,-0.7867775,-0.5255688,-1.7432451,-1.1202164
Ethiopia,ETH,9,0.5904018,0.24449673,-0.02357769,-0.2544222,-0.74445856,-0.9579363,-1.0812413,-1.5783179,-1.4813143
Ethiopia,ETH,10,0.87694204,0.3072199,-0.14740697,-0.24524173,-0.61489236,-0.895027,-1.4690351,-1.6536424,-1.5471213
Ethiopia,ETH,11,0.8410732,0.2922016,-0.12943344,-0.19110164,-0.33770505,-0.92080384,-1.3288122,-1.1373466,-1.3854227
Ethiopia,ETH,12,0.69186705,0.15919933,-0.036989976,-0.1982706,-0.33033848,-0.7422832,-1.2953844,-1.1859481,-1.4544464
Europe (NIAID),,1,1.5529556,-0.646176,0.32252097,-0.05830915,-1.5529636,-1.7213018,-2.8388772,-1.6793925,-3.507089
Europe (NIAID),,2,1.829719,0.13161853,-0.067381784,-0.008058476,-1.5584558,-1.237692,-2.0541902,-2.2494445,-2.2839286
Europe (NIAID),,3,1.2971764,0.11373957,-0.03150798,-0.09922584,-1.3016722,-0.8304645,-2.1527781,-2.4269478,-2.6032972
Europe (NIAID),,4,0.35950565,0.5535865,0.077484466,-0.5914104,-1.1340847,-1.3251189,-1.1480525,-1.2527686,-1.580517
Europe (NIAID),,5,-0.01550808,0.70225775,0.008494759,-0.76293147,-0.6695571,-0.9259545,-0.98927563,-1.137637,-1.4129019
Europe (NIAID),,6,1.1469204,0.39965335,-0.24820471,-0.34581575,-0.69107455,-1.0525385,-0.952072,-0.6195259,-0.91467285
Europe (NIAID),,7,0.8369942,0.45503503,0.093779564,-0.66235507,-0.87153167,-1.1405973,-1.2184318,-0.8150492,-0.9345827
Europe (NIAID),,8,1.2726097,0.51556873,0.020442773,-0.65241015,-1.1631398,-1.200269,-1.1601675,-0.5924854,-0.21054706
Europe (NIAID),,9,0.98521614,0.5038029,-0.004071808,-0.7882209,-0.50667685,-1.0126351,-0.6136581,-0.6581399,0.1445672
Europe (NIAID),,10,1.221453,0.10270782,0.2645608,-0.5633993,-0.38644785,-1.694403,-0.48694736,-0.8585474,-1.1131991
Europe (NIAID),,11,1.1332643,0.7691266,0.4316432,-1.4383218,-1.2112051,-0.60502374,-0.5513926,-1.4080205,-1.0979036
Europe (NIAID),,12,0.6219827,0.87260187,-0.13909264,-0.8010128,-0.9036635,-0.6448771,-1.6736838,-0.822888,-2.0640728
Falkland Islands,FLK,1,0.6346617,-0.10959025,0.034364033,0.07774363,0.20653105,-0.5098335,-0.28846502,-1.2491415,-1.0173002
Falkland Islands,FLK,2,0.42111507,-0.17287445,0.38211375,-0.07789421,0.22299547,-0.057314396,0.14338246,-0.72732,-0.66801345
Falkland Islands,FLK,3,0.09467379,-0.09847422,0.11635661,-0.098595716,-0.24723348,-0.13128619,-0.08039026,-0.6444484,-1.0834402
Falkland Islands,FLK,4,0.4564371,-0.2043693,-0.114007376,-0.025402118,-0.24898691,0.017509604,-0.12157063,-0.7149006,-0.88218486
Falkland Islands,FLK,5,0.00058431627,0.17511539,-0.13977961,-0.12467513,-0.28621364,-0.738956,-0.006672859,-0.7267798,-0.9251293
Falkland Islands,FLK,6,-0.12869969,0.23224941,-0.001156485,-0.30611414,-0.11443989,-0.29747787,-0.17553523,-0.43126708,-0.89981306
Falkland Islands,FLK,7,-0.23623128,0.23298916,-0.1532909,0.1781592,-0.00832181,-0.60966843,0.035364367,-0.48001274,-0.67128384
Falkland Islands,FLK,8,-0.110409215,0.065095566,-0.13127987,0.121891096,-0.12238052,-0.4728284,-0.4793958,-0.8777275,-0.6543018
Falkland Islands,FLK,9,0.2964727,0.11498392,-0.036651134,-0.113775775,0.15482898,-0.0076410053,-0.42426816,-0.42495307,-0.28749293
Falkland Islands,FLK,10,0.7380287,0.056422472,-0.07401595,0.007867575,-0.19364925,-0.05468135,-0.29901218,-0.3728611,-0.46040368
Falkland Islands,FLK,11,0.9113555,0.20463562,-0.5982307,0.20735207,0.18893223,-0.4714477,-0.15057702,-0.57900965,-0.829179
Falkland Islands,FLK,12,0.4116022,-0.08067904,0.18026271,-0.23311143,0.3511526,-0.22618203,-0.08033147,-1.0046091,-0.5360898
Faroe Islands,FRO,1,0.031027993,-0.028133463,0.10030379,-0.12976618,-1.1903846,-0.93595827,-0.7548855,-1.179734,-0.8580003
Faroe Islands,FRO,2,0.547391,0.375977,-0.0021678687,-0.35469034,-0.2004741,-0.40212107,-0.65948945,-0.728881,-0.6638584
Faroe Islands,FRO,3,0.45505175,0.30416727,0.041194223,-0.33602715,-0.62975705,-0.28044748,-0.6090438,-0.03165233,-0.44479522
Faroe Islands,FRO,4,-0.089883424,-0.010856628,0.36549056,-0.43799138,-0.5036332,-0.812353,-0.2219512,-0.4354915,-0.37706417
Faroe Islands,FRO,5,0.5202793,-0.06965637,0.30688682,-0.23856583,-0.088940285,-0.055583287,-0.060417414,-0.22127786,-0.0016904831
Faroe Islands,FRO,6,0.60932523,0.1564159,0.19566098,-0.38101935,-0.36838612,-0.3378605,0.31561786,-0.4179078,-0.03332319
Faroe Islands,FRO,7,-0.10371723,0.15317039,0.22521725,-0.3265891,-0.40331763,-0.7494267,-0.6184904,-0.20534782,-0.010998917
Faroe Islands,FRO,8,-0.013913536,0.026073933,0.28506947,-0.3106452,-0.6798776,-0.73397577,-0.6853471,-0.30085486,-0.3335742
Faroe Islands,FRO,9,0.17831688,0.16258526,0.2743124,-0.47655344,-0.9371622,-0.9955614,-0.5804858,-0.286822,-0.4003145
Faroe Islands,FRO,10,0.26562834,0.34008867,0.14191651,-0.45343432,-0.656357,-0.23573355,-0.2360549,0.064776465,-0.17625323
Faroe Islands,FRO,11,0.9129337,0.09984779,0.07779841,-0.2647519,-0.8736107,-1.220883,-1.077355,0.10383582,-0.41223493
Faroe Islands,FRO,12,-0.015772391,-0.0006751061,0.5075733,-0.61264896,-0.5154584,-0.46657047,-1.1886705,-0.51363343,0.19482572
Fiji,FJI,1,0.53692055,0.18706283,0.12772426,-0.34702224,-0.15132542,-0.30209407,-0.33518583,-0.50209254,-0.748629
Fiji,FJI,2,0.5031722,0.1422348,0.004893875,-0.2482729,-0.02933159,-0.48939437,-0.36630192,-0.53871787,-0.7712889
Fiji,FJI,3,0.26525688,-0.0031728745,0.0025447845,-0.09281711,-0.23639889,-0.58172286,-0.54459494,-0.7866837,-0.7866104
Fiji,FJI,4,0.7500412,0.043657493,0.13057785,-0.32059345,-0.24523774,-0.61513025,-0.5163315,-0.5015276,-0.61615336
Fiji,FJI,5,0.78036004,0.21027108,0.21380615,-0.4647684,-0.31524867,-0.301145,-0.38504258,-0.16528912,-0.6953241
Fiji,FJI,6,0.33806878,0.34100533,0.032182693,-0.4600889,-0.33101597,-0.0050512315,-0.11820545,-0.26954803,-0.65178335
Fiji,FJI,7,1.0024475,0.14456443,-0.070570186,-0.21400432,-0.501668,-0.15892181,-0.37003002,-0.44355354,-0.6223658
Fiji,FJI,8,0.6485882,0.2555458,-0.0084581375,-0.3639244,-0.5232523,-0.081164934,-0.37079105,-0.19466762,-0.28515625
Fiji,FJI,9,0.87405396,0.39089757,0.12485333,-0.5541054,-0.42092896,-0.15406474,-0.22002849,-0.33084908,-0.5408777
Fiji,FJI,10,0.8382591,0.34184265,0.0072662355,-0.45732576,-0.27678013,-0.1909914,-0.5637783,-0.22655754,-0.7151182
Fiji,FJI,11,0.8871773,0.10484962,-0.107413866,-0.06235466,-0.2629425,-0.4252121,-0.58227956,-0.5606905,-1.0265089
Fiji,FJI,12,0.6125488,0.05302181,-0.07740612,-0.05756836,-0.3029968,-0.4808523,-0.567248,-0.51395875,-0.98214686
Finland,FIN,1,1.1573461,-1.4702841,0.4339919,0.270952,-3.439633,-1.1871307,-3.3904648,-1.6475337,-2.719588
Finland,FIN,2,1.8876448,0.5189872,-0.18288746,-0.015350485,-1.9680109,-1.6857914,-2.7798533,-1.6449416,-1.4303386
Finland,FIN,3,1.2504021,0.1131598,-0.5198036,0.36837602,-0.96053296,-0.5940073,-2.4677227,-2.0342133,-2.9520364
Finland,FIN,4,-0.4768842,0.42845002,0.5125595,-0.6662537,-0.67935985,-1.8515141,-1.2662671,-1.4045961,-1.6785815
Finland,FIN,5,0.34058866,0.97360003,0.1695219,-1.0649523,0.1987826,-0.50733525,-0.818354,-1.4871874,-1.3934977
Finland,FIN,6,2.3956556,-0.27767095,-0.085326575,-0.016316796,0.051254462,0.21326217,-0.048880577,-0.41502494,-0.8669294
Finland,FIN,7,0.33017367,0.45944405,0.32279223,-0.7896984,-0.5205695,-0.39064187,-1.2552341,-0.8533459,0.11080055
Finland,FIN,8,0.9648746,0.17962465,0.24988393,-0.4516573,-1.4113362,-0.686811,-0.67646086,0.00918026,0.005284977
Finland,FIN,9,0.8828785,0.66255176,0.0050798417,-0.99443185,-0.8570925,-1.4075816,-0.67446357,-0.8081175,0.29818064
Finland,FIN,10,1.059906,0.1454367,0.27929384,-0.6597897,0.4347126,-1.5605853,0.09644363,-0.11421634,-0.69316167
Finland,FIN,11,0.4421804,0.796656,0.13810186,-1.6467142,-1.7183787,-1.3513353,-0.5622052,-1.1624277,-0.8956097
Finland,FIN,12,-0.6729686,0.5766974,-0.0792764,-0.6035439,-3.8112435,-1.6164192,-2.8130295,-1.5023372,-1.2719934
France,FRA,1,0.3730049,0.03602333,-0.12565927,-0.044781733,-1.046627,-0.5596392,-1.3156751,-1.3065722,-2.7471042
France,FRA,2,1.8825978,-0.30144665,0.15131387,0.20694213,-1.022768,-0.079748586,-0.56794125,-1.2958535,-1.4531196
France,FRA,3,0.6125541,0.09419527,-0.1582717,0.09237957,-1.178194,-1.4618447,-1.1199819,-0.77062815,-1.0400951
France,FRA,4,0.313793,0.459233,0.030332947,-0.8650764,-1.0922514,-1.6902384,-0.7203388,-1.2171383,-0.1597598
France,FRA,5,0.41630554,-0.244843,0.2731824,-0.035593223,-1.3169706,-1.3016201,-1.1214261,-0.85382605,-0.94650334
France,FRA,6,0.9130684,0.3623413,0.5165493,-0.99404466,-1.2095906,-1.355298,-1.2427973,-1.1854913,-0.87924194
France,FRA,7,0.6683384,0.46958867,-0.27157077,-0.2704237,-0.6645626,-1.2353992,-1.4197476,-1.0366064,-0.7450079
France,FRA,8,0.93501127,0.10946312,-0.23840542,0.053294946,-1.0993239,-1.3668362,-1.7674615,-1.4561774,-0.7142849
France,FRA,9,1.1789882,0.43232957,-0.091628835,-0.50078785,0.03850136,-0.90455514,-0.39360943,-0.3746317,0.21281776
France,FRA,10,1.2237616,0.456678,0.26610526,-0.59500855,-0.4051075,-1.242172,-0.28263074,-1.0088882,-0.6735608
France,FRA,11,0.6827316,0.4676097,0.021980857,-0.67850304,-0.75572616,-0.91781455,-0.831683,-0.89381427,-1.1907388
France,FRA,12,0.80678594,0.5576628,-0.4903708,-0.36735415,-0.2831877,-0.6308399,-1.6971258,-0.25728545,-1.9105804
French Polynesia,PYF,1,-0.021751722,-0.025516128,-0.0035406114,-0.0252594,-0.045262337,-0.5445898,-0.307757,-0.4241186,-0.36318207
French Polynesia,PYF,2,0.062651634,0.0716507,0.002086258,-0.10520382,-0.07134686,-0.43842012,-0.31598815,-0.4135746,-0.3542282
French Polynesia,PYF,3,0.11557547,-0.036841013,-0.008930206,-0.013485337,-0.15741272,-0.4966587,-0.5191332,-0.5211641,-0.5537998
French Polynesia,PYF,4,0.013556671,0.017237663,-0.03683529,-0.01711235,-0.06603851,-0.34172994,-0.35222816,-0.49413663,-0.46342182
French Polynesia,PYF,5,0.20002365,0.030839348,-0.11598186,0.004624939,-0.07138672,-0.31309336,-0.39871597,-0.5668682,-0.37857398
French Polynesia,PYF,6,0.14537545,0.02954998,0.0104845045,-0.06712894,-0.14629936,-0.35784036,-0.4286619,-0.5055029,-0.24271564
French Polynesia,PYF,7,0.04834328,0.03504429,0.03197994,-0.06552734,-0.22299938,-0.3643631,-0.31086007,-0.32250404,-0.30925217
French Polynesia,PYF,8,-0.07709465,0.005985451,0.04150238,-0.053206064,-0.21572343,-0.5460901,-0.38551998,-0.32101116,-0.17701778
French Polynesia,PYF,9,0.031053161,0.011380387,0.04601097,-0.07667351,-0.045313455,-0.49073124,-0.26185703,-0.41997147,-0.31086522
French Polynesia,PYF,10,-0.0004627228,-0.08855114,0.06530933,0.035604857,-0.1050602,-0.500457,-0.26947156,-0.34488982,-0.3554964
French Polynesia,PYF,11,-0.18840905,0.032316018,0.1025938,-0.13078137,-0.3522566,-0.43308505,-0.3702305,-0.61275005,-0.48926562
French Polynesia,PYF,12,-0.10843086,0.059625626,0.08544388,-0.15037918,-0.27102965,-0.5720736,-0.4236719,-0.55664045,-0.526425
Gabon,GAB,1,0.62617207,0.39385357,-0.11773262,-0.43846017,-0.5517933,-0.9367596,-1.2572758,-1.2035599,-1.1766007
Gabon,GAB,2,0.7068281,0.31437263,-0.07655945,-0.38401604,-0.5563072,-0.89956224,-1.1749508,-1.252351,-1.2097162
Gabon,GAB,3,0.49765047,0.380752,-0.12818031,-0.37385482,-0.5034811,-0.91896534,-1.1365259,-1.2320058,-1.2940753
Gabon,GAB,4,0.4985798,0.40601903,-0.18278733,-0.31723863,-0.31664142,-0.7553762,-0.85401154,-0.95003587,-1.150136
Gabon,GAB,5,0.6774166,0.36223602,-0.16453247,-0.33697528,-0.5529755,-0.77625066,-0.7722105,-1.0064558,-1.210413
Gabon,GAB,6,0.6907543,0.3806402,-0.17438698,-0.32351798,-0.624354,-0.86993253,-0.67563134,-0.9760784,-1.0369301
Gabon,GAB,7,0.6739708,0.317688,-0.03901577,-0.4402315,-0.7232847,-1.0511372,-0.54112166,-0.78897476,-0.75427896
Gabon,GAB,8,0.7312149,0.3277157,-0.0637043,-0.42665252,-0.64231074,-1.0035918,-0.51278573,-0.56601655,-0.33608016
Gabon,GAB,9,0.623563,0.4539072,-0.10399036,-0.47716886,-0.58927745,-0.8577606,-0.8640299,-0.67321813,-0.662768
Gabon,GAB,10,0.5792877,0.47448388,-0.111717604,-0.4641857,-0.599218,-0.7573921,-0.9342844,-1.0751903,-1.0294949
Gabon,GAB,11,0.44485626,0.51674974,-0.115105435,-0.47019273,-0.55751574,-0.84931314,-1.0493063,-1.1409376,-1.2959038
Gabon,GAB,12,0.72963333,0.41116315,-0.09913044,-0.42993432,-0.58373773,-0.90259075,-1.081537,-1.1567703,-1.185292
Gambia,GMB,1,0.90434426,0.14039612,-0.14878026,-0.1426281,-0.58816165,-0.27271518,-0.82077104,-0.22066574,0.15574722
Gambia,GMB,2,0.7347307,-0.061883163,-0.19797936,0.07266979,-0.41524848,-0.57758254,-0.54708403,-0.97042406,-0.15665779
Gambia,GMB,3,0.114699684,0.2173994,-0.10715179,-0.19744912,-0.37064305,-0.7837671,-0.8335354,-0.7398779,-0.4998291
Gambia,GMB,4,0.7571701,0.30356732,-0.31954154,-0.16337451,-0.17710228,-0.412237,-0.76188165,-0.6778437,-0.4466974
Gambia,GMB,5,0.57763445,0.1758379,-0.19368038,-0.042796325,-0.21764831,-0.60514104,-0.468824,-0.61771566,-0.4135025
Gambia,GMB,6,0.35802537,0.2855564,-0.19886856,-0.21124248,-0.5107931,-0.634704,-1.0583503,-1.2843084,-0.90877324
Gambia,GMB,7,0.477079,0.27573985,-0.12114735,-0.22124442,-0.3898031,-0.7294043,-1.3855155,-1.6204908,-1.209362
Gambia,GMB,8,0.35029525,0.12687282,0.021408463,-0.1787239,-0.26820526,-0.6422043,-1.2869236,-1.7106966,-1.5560608
Gambia,GMB,9,0.19107589,0.14781761,0.038038254,-0.15121956,-0.24402389,-0.6942307,-1.3522482,-1.6625855,-1.6084715
Gambia,GMB,10,0.018958282,0.25480995,0.03543949,-0.34184742,-0.3723007,-0.9273281,-1.871294,-2.1382477,-1.6820691
Gambia,GMB,11,-0.10222206,0.26460916,-0.0797348,-0.18740654,-0.46432534,-1.1278105,-1.474767,-1.3886608,-1.1219997
Gambia,GMB,12,0.44432908,-0.07968998,0.163871,-0.12239323,-1.0033066,-0.63955003,-1.8446496,-0.8084017,-0.3190899
Georgia,GEO,1,1.4480934,1.2372596,-0.92634857,-0.4865623,-0.06678653,-1.4393191,-0.11516585,-0.6438831,-1.8583508
Georgia,GEO,2,1.1792383,1.3192986,-0.08418174,-1.2850628,-0.6138914,-0.28005904,-0.3237269,-0.8459641,-1.4837931
Georgia,GEO,3,1.0745113,0.72277844,0.03222648,-1.1338848,-1.0514044,-0.48066157,-1.0393853,-1.6968063,-2.8042393
Georgia,GEO,4,1.8297294,0.60925984,-0.29325217,-0.25579277,0.35049853,0.05770538,-0.90844727,-0.3428301,-1.9977674
Georgia,GEO,5,-0.18692417,0.9462635,-0.58122826,-0.5406729,-0.63765097,-0.7008293,-0.2418131,-0.33274508,-1.0648439
