Entity,Code,Year,2020s,2010s,2000s,1990s,1980s,1970s,1960s,1950s,1940s
Saint Helena,SHN,12,0.4566799,0.10237694,0.116457745,-0.18614845,-0.023373794,-0.13200112,-0.15371132,-0.62163734,-0.19282265
Saint Vincent and the Grenadines,VCT,1,0.275493,0.112047955,-0.00088844297,-0.19551735,-0.37361795,-0.42826575,-0.2652958,-0.49048194,-0.33348122
Saint Vincent and the Grenadines,VCT,2,0.3002809,0.109687425,-0.08066902,-0.15271187,-0.36938056,-0.4067402,-0.23779793,-0.49116096,-0.26352423
Saint Vincent and the Grenadines,VCT,3,0.33820787,0.16588631,-0.04794731,-0.18896599,-0.3736828,-0.41487235,-0.17101249,-0.41275138,-0.2984539
Saint Vincent and the Grenadines,VCT,4,0.30875817,0.078969955,-0.0009830475,-0.15892372,-0.40265846,-0.46899757,-0.2802616,-0.36102638,-0.42625466
Saint Vincent and the Grenadines,VCT,5,0.36134833,0.03259468,0.03881111,-0.1570324,-0.36050835,-0.47792473,-0.3184246,-0.4194439,-0.550996
Saint Vincent and the Grenadines,VCT,6,0.3993557,0.09541893,-0.0469944,-0.116608046,-0.37719154,-0.4642399,-0.49764746,-0.45522803,-0.6451542
Saint Vincent and the Grenadines,VCT,7,0.46600914,0.108025745,-0.019919205,-0.1524723,-0.33651772,-0.4210148,-0.39942664,-0.43442115,-0.55606425
Saint Vincent and the Grenadines,VCT,8,0.4822975,0.08030777,0.01275711,-0.13930893,-0.3674919,-0.49065477,-0.39510116,-0.36605757,-0.6531456
Saint Vincent and the Grenadines,VCT,9,0.55946505,0.16106415,0.05000458,-0.2533737,-0.4975113,-0.6352066,-0.4388504,-0.42615813,-0.6752365
Saint Vincent and the Grenadines,VCT,10,0.61497724,0.16483688,0.019741058,-0.21324539,-0.46314162,-0.47826308,-0.3725502,-0.50063246,-0.43055803
Saint Vincent and the Grenadines,VCT,11,0.32126656,0.20296212,0.016154861,-0.20847893,-0.4008953,-0.3301525,-0.25636712,-0.49917412,-0.3734356
Saint Vincent and the Grenadines,VCT,12,0.25147057,0.19658165,-0.0043766024,-0.23471718,-0.46940345,-0.59170264,-0.3360691,-0.4750889,-0.35525855
Samoa,WSM,1,0.20109558,0.14892082,-0.043185044,-0.16071339,-0.25834352,-0.4463892,-0.16183586,-0.47753257,-0.40692788
Samoa,WSM,2,0.003338496,0.13410625,-0.04852295,-0.14004669,-0.15106162,-0.30237046,-0.27375984,-0.39960098,-0.39885274
Samoa,WSM,3,0.34882227,0.10205879,-0.06701603,-0.16309738,-0.1254671,-0.40243626,-0.29472655,-0.37914315,-0.44609508
Samoa,WSM,4,0.30916482,0.11134224,-0.033120535,-0.18942642,-0.2882414,-0.3899147,-0.35962066,-0.41485825,-0.35748044
Samoa,WSM,5,0.4915886,0.15124626,-0.026289368,-0.20730075,-0.27491397,-0.2899561,-0.34479332,-0.26527673,-0.40985984
Samoa,WSM,6,0.26891977,0.19770488,-0.06150322,-0.1673996,-0.274926,-0.24329662,-0.28028145,-0.33208045,-0.28094578
Samoa,WSM,7,0.31140977,0.10739765,-0.060861398,-0.08602562,-0.44424915,-0.3568224,-0.31023732,-0.39263973,-0.31473884
Samoa,WSM,8,0.10128136,0.06541977,-0.009244537,-0.109994695,-0.50111675,-0.39865685,-0.3862772,-0.35114536,-0.21680851
Samoa,WSM,9,0.13494301,0.16132164,-0.05226803,-0.07597847,-0.26051712,-0.42825204,-0.2404869,-0.45080796,-0.3364336
Samoa,WSM,10,0.10670052,0.15792617,0.003541565,-0.13196754,-0.3444275,-0.44355336,-0.40261212,-0.39545327,-0.5170498
Samoa,WSM,11,0.073078156,0.094874576,0.026204681,-0.10872345,-0.35531634,-0.46076432,-0.36830252,-0.670952,-0.6502956
Samoa,WSM,12,0.029947663,0.042710878,0.000074195865,-0.021888351,-0.34021893,-0.47916394,-0.38309804,-0.56321925,-0.5776407
Sao Tome and Principe,STP,1,0.4274775,-0.025257874,-0.020518493,-0.08038177,-0.45945892,-0.60600126,-0.548793,-0.6210495,-0.5184433
Sao Tome and Principe,STP,2,0.47388014,-0.04698677,-0.012538528,-0.025011063,-0.32537118,-0.63890266,-0.4775776,-0.72849923,-0.45027655
Sao Tome and Principe,STP,3,0.29595566,0.036492158,-0.042087555,-0.03681717,-0.35952225,-0.63450086,-0.49093398,-0.77232134,-0.64191055
Sao Tome and Principe,STP,4,0.3697613,0.108039476,-0.13773385,-0.015401077,-0.12954597,-0.5052601,-0.40285224,-0.56252325,-0.5944508
Sao Tome and Principe,STP,5,0.6920124,-0.034690477,-0.10679436,0.0561512,-0.14127007,-0.40927237,-0.2503582,-0.61973685,-0.6175976
Sao Tome and Principe,STP,6,0.5736393,-0.04777794,-0.06226158,0.09380837,-0.11628685,-0.5563625,-0.28771934,-1.1080929,-0.99909323
Sao Tome and Principe,STP,7,0.46877593,-0.1250473,0.018785095,-0.016307067,-0.15425873,-0.7320175,-0.37693328,-1.0565567,-1.20027
Sao Tome and Principe,STP,8,0.50075567,-0.036683273,-0.040855028,0.0039539337,-0.086826704,-0.7092083,-0.6147289,-1.2597088,-0.8441601
Sao Tome and Principe,STP,9,0.4324131,0.047781754,0.0027378083,-0.07788658,-0.16850853,-0.5715359,-0.5905117,-0.80897176,-0.92279625
Sao Tome and Principe,STP,10,0.49274558,0.14924583,-0.022119522,-0.14905128,-0.34269753,-0.53623694,-0.5875553,-0.7850712,-0.5270084
Sao Tome and Principe,STP,11,0.3955822,0.14085197,-0.016951371,-0.14519843,-0.25792733,-0.5321064,-0.5034382,-0.53452647,-0.5979481
Sao Tome and Principe,STP,12,0.3726303,-0.003742981,0.026060486,-0.01990509,-0.31914216,-0.65892184,-0.612175,-0.67775726,-0.53761446
Saudi Arabia,SAU,1,0.8919293,0.77318746,-0.40669268,-0.46185178,-0.8122212,-1.5499296,-1.2389789,-1.7514801,-1.2689035
Saudi Arabia,SAU,2,0.44755268,0.57348233,0.11357546,-0.87237674,-1.3738698,-1.1908344,-1.3133237,-2.1268458,-1.7034162
Saudi Arabia,SAU,3,0.88116103,0.88774455,0.2808958,-1.3198942,-0.9162363,-1.2355154,-0.9173285,-1.3829386,-2.2106924
Saudi Arabia,SAU,4,0.4894802,0.27381724,0.22315922,-0.67143095,-1.2030275,-1.3751436,-1.9907229,-1.747525,-2.0332496
Saudi Arabia,SAU,5,0.39955598,0.39553624,0.1028368,-0.5754061,-0.92407876,-1.3424177,-2.0536332,-2.1503444,-1.6014799
Saudi Arabia,SAU,6,1.2042816,0.5165638,-0.12943573,-0.5394131,-1.2980438,-1.7350781,-1.8011639,-2.4519117,-2.3495822
Saudi Arabia,SAU,7,1.0706437,0.7852665,0.005440903,-0.9965641,-0.8497459,-1.944611,-1.8717625,-2.4497905,-2.5968156
Saudi Arabia,SAU,8,0.756691,0.5397972,0.09093933,-0.7648571,-1.3330997,-1.9510715,-1.8959538,-2.2327294,-2.8478215
Saudi Arabia,SAU,9,1.0036339,0.6436119,-0.22626495,-0.5848166,-1.0631565,-1.3512245,-1.9570065,-1.9004749,-2.5765464
Saudi Arabia,SAU,10,0.8893856,0.5269264,-0.054268837,-0.474387,-1.2593739,-1.6623096,-2.2471757,-1.8360447,-2.2869942
Saudi Arabia,SAU,11,1.657716,0.22740364,-0.02469635,-0.30719548,-0.79481965,-1.5693468,-1.5795752,-1.515662,-1.7521318
Saudi Arabia,SAU,12,1.125111,0.14857168,-0.08065901,-0.067592144,-1.1328142,-1.6311724,-1.7646968,-1.9878056,-1.849321
Senegal,SEN,1,0.9152644,0.12660924,-0.16981316,-0.14601287,-0.6261393,-0.43973103,-0.88464546,-0.6179617,-0.5768692
Senegal,SEN,2,0.7819217,-0.24671802,-0.12000561,0.22475223,-0.37654686,-0.89724886,-0.5248062,-1.4387118,-0.8749668
Senegal,SEN,3,0.28272057,0.20120716,0.14419727,-0.3540701,-0.4224104,-1.1871624,-0.98954237,-1.0693718,-1.0982895
Senegal,SEN,4,0.9678963,0.19159298,-0.04519806,-0.3066023,-0.15827656,-0.94792,-1.3138701,-1.2284822,-1.1525679
Senegal,SEN,5,0.70079994,0.07113667,-0.06659603,-0.07965813,-0.122424126,-0.9888073,-0.8589037,-1.1169046,-0.8635311
Senegal,SEN,6,0.5148319,0.30933762,-0.26290855,-0.13745824,-0.4314825,-0.74033964,-1.1023328,-1.3802001,-0.9466211
Senegal,SEN,7,0.3673462,0.3174572,-0.18071175,-0.19991665,-0.35015678,-0.7459284,-1.3974504,-1.5227573,-1.1692517
Senegal,SEN,8,0.35061303,0.2144144,-0.05998783,-0.21010093,-0.23210868,-0.6305006,-1.3198817,-1.815691,-1.697056
Senegal,SEN,9,0.15939713,0.18280868,-0.0024486543,-0.11080341,-0.16308327,-0.54595566,-1.43312,-1.8531277,-1.5864022
Senegal,SEN,10,-0.060438536,0.3062485,-0.027970124,-0.2608141,-0.2173088,-0.68915904,-1.9910984,-2.296733,-1.450235
Senegal,SEN,11,-0.1824852,0.263163,-0.055236053,-0.1711649,-0.3484684,-0.99734116,-1.378945,-1.2629931,-0.9245939
Senegal,SEN,12,0.50257,-0.1408802,0.22957286,-0.18084125,-1.047484,-0.73114336,-1.8902344,-1.1907089,-0.71320117
Serbia,SRB,1,1.7309486,0.11790685,-0.17443016,-0.050441068,-1.0485181,-0.108508214,-2.9926987,-1.0957377,-4.024766
Serbia,SRB,2,2.3688853,0.44714516,-0.11055404,-0.3235238,-1.5449979,0.1371981,-1.306087,-1.8619477,-2.514741
Serbia,SRB,3,0.8158779,0.67746645,0.22364597,-0.6694925,-0.9993604,-0.3143558,-1.5846088,-2.0405316,-2.4390285
Serbia,SRB,4,-0.850045,0.79375553,0.13192567,-0.9972683,-0.67715406,-1.1381861,-0.35872108,-1.21457,-1.02916
Serbia,SRB,5,-0.2298338,-0.16619797,0.6760213,-0.41373634,-0.40903616,-0.8021452,-0.5869567,-0.90254384,-0.6119855
Serbia,SRB,6,0.77798194,0.42760238,-0.028680801,-0.40663356,-1.5628569,-1.2768329,-1.1215723,-0.49731082,-1.2629181
Serbia,SRB,7,1.4047191,0.5219265,0.08685074,-0.6386669,-1.0457815,-1.8195108,-1.5211613,-0.018343162,-0.7542108
Serbia,SRB,8,0.91720504,0.65863705,-0.16306324,-0.61965483,-1.4010487,-2.2464714,-1.4365568,-0.45301685,-0.39530164
Serbia,SRB,9,1.0370739,0.8031168,-0.7114495,-0.46798915,0.34167567,-1.198696,0.019846916,0.3173088,1.0788211
Serbia,SRB,10,0.9050474,0.040029336,0.27902204,-0.32754096,-0.18802519,-1.684756,0.5913088,-1.0080503,-0.5346384
Serbia,SRB,11,0.20700045,1.0618836,0.08573349,-1.0068932,-2.1600842,-1.1512216,0.95380366,-1.1570914,-0.9850162
Serbia,SRB,12,2.486884,0.44369802,0.035685193,-0.8723847,-0.102192685,-0.020980263,-1.0177586,0.76168513,-2.2573872
Seychelles,SYC,1,0.29967976,0.14704266,-0.08903923,-0.15251693,-0.2280798,-0.4836052,-0.560383,-0.44670257,-0.4921423
Seychelles,SYC,2,0.38016668,0.053469468,-0.04215927,-0.0630312,-0.25440636,-0.51735306,-0.80163443,-0.67159903,-0.8012859
Seychelles,SYC,3,0.36666107,0.14752865,-0.14403686,-0.07753849,-0.3281742,-0.54905164,-0.5185711,-0.5553293,-0.6058756
Seychelles,SYC,4,0.17552185,0.2090149,-0.13548966,-0.10495434,-0.18511753,-0.3952036,-0.33498555,-0.6309851,-0.5224806
Seychelles,SYC,5,0.40109444,0.04919567,-0.03843441,-0.10644531,-0.29722595,-0.30888042,-0.25065118,-0.5452255,-0.56857264
Seychelles,SYC,6,0.4102932,0.05909214,-0.1688694,-0.04854126,-0.37152654,-0.31179696,-0.19208126,-0.48276597,-0.41976184
Seychelles,SYC,7,0.19478492,0.0571146,-0.07180538,-0.06598206,-0.27707538,-0.16684628,-0.07934113,-0.41716748,-0.2704502
Seychelles,SYC,8,0.14095803,0.10644817,0.027960395,-0.13563156,-0.115571216,-0.29205436,-0.14054413,-0.34655875,-0.3092327
Seychelles,SYC,9,0.21366271,0.10754947,-0.04677067,-0.045364954,-0.124853894,-0.21782264,-0.24666233,-0.42498416,-0.53890646
Seychelles,SYC,10,0.36709443,0.1459591,-0.054411124,-0.15653762,-0.21541862,-0.36979753,-0.5247303,-0.65027297,-0.64308834
Seychelles,SYC,11,0.43972284,0.19827461,-0.03511467,-0.1895338,-0.19542828,-0.47614938,-0.5500212,-0.74712485,-0.6053707
Seychelles,SYC,12,0.25814438,0.16614589,-0.03002739,-0.14493732,-0.28265268,-0.6066116,-0.4576189,-0.51939356,-0.5495628
Sierra Leone,SLE,1,1.0902323,0.30315456,-0.12305794,-0.3427515,-0.18347378,-0.3587984,-0.24232025,-0.42814046,-0.69513017
Sierra Leone,SLE,2,1.0060253,0.2507742,-0.14390239,-0.2943266,-0.10370388,-0.4404541,-0.42377567,-0.9115776,-1.0034049
Sierra Leone,SLE,3,0.8973525,0.17511272,-0.13415127,-0.11726932,0.13214111,-0.36953813,-0.4803955,-1.0546465,-1.0379114
Sierra Leone,SLE,4,0.877882,0.19212227,-0.15353565,-0.05368824,0.16806011,-0.3539959,-0.39628085,-1.0202528,-0.9305134
Sierra Leone,SLE,5,0.8974102,0.07472058,-0.036480714,-0.13233738,-0.10373249,-0.39548627,-0.46337432,-0.91202545,-0.88990057
Sierra Leone,SLE,6,0.6346531,0.10877533,-0.14898129,-0.03652649,0.0061357496,-0.13623981,-0.4941721,-0.73541164,-0.58062994
Sierra Leone,SLE,7,0.47574958,0.14233533,-0.017970275,-0.17421302,-0.13179913,-0.24305058,-0.50907266,-0.959037,-0.91298693
Sierra Leone,SLE,8,0.5068237,0.1636198,-0.043432236,-0.13723508,-0.039506722,-0.22526398,-0.66856766,-1.0877844,-0.9646543
Sierra Leone,SLE,9,0.44650573,0.13482265,-0.022559548,-0.1324627,-0.07557106,-0.3704214,-0.8088207,-0.98992217,-0.99700165
Sierra Leone,SLE,10,0.5450352,0.23504886,-0.020528793,-0.2705059,-0.051727675,-0.27158642,-0.7748224,-1.0211918,-0.89311254
Sierra Leone,SLE,11,0.709029,0.059041213,0.04852295,-0.2045435,-0.1824873,-0.41048163,-0.56803876,-0.75658095,-0.82534236
Sierra Leone,SLE,12,0.75708884,0.08757877,0.20151767,-0.41034317,-0.53274095,-0.5435017,-0.4292921,-0.6736286,-0.71794283
Slovakia,SVK,1,2.1557462,0.03661573,-0.3897362,0.32312003,-1.5703566,-0.41496962,-3.1663647,-1.91156,-4.5744886
Slovakia,SVK,2,2.4007332,0.2299178,-0.07957182,-0.17888364,-1.6130825,-0.16090196,-1.6648432,-2.289236,-3.0389585
Slovakia,SVK,3,1.3893842,0.79325074,-0.28590772,-0.3535205,-1.036577,-0.3111481,-1.7755215,-2.1372771,-2.867928
Slovakia,SVK,4,-1.046847,0.6969183,0.31492075,-1.1891725,-1.2337307,-1.8628267,-0.6859107,-2.076472,-1.6534617
Slovakia,SVK,5,-0.44797364,0.14824085,0.6344078,-0.5842143,-0.5723279,-0.86792576,-1.0756862,-1.2655014,-1.2232721
Slovakia,SVK,6,1.312384,0.8297445,-0.18609563,-0.8549639,-1.8158184,-1.4425434,-0.8764874,-0.9161782,-1.6850922
Slovakia,SVK,7,1.3734134,0.5028307,-0.011092758,-0.7083225,-1.2835714,-1.8572353,-1.6432434,-0.596364,-1.3745121
Slovakia,SVK,8,1.1671104,0.6083895,-0.21344833,-0.62305033,-1.6720152,-1.9848856,-2.0171845,-1.236275,-1.2533009
Slovakia,SVK,9,1.4184227,0.66183394,-0.40766612,-0.68267393,-0.06239338,-1.1755099,-0.14096889,-0.6625353,0.54307616
Slovakia,SVK,10,1.2415646,0.2642978,0.3078336,-0.72972834,-0.20167676,-1.4120237,0.23425427,-1.3304784,-0.6847638
Slovakia,SVK,11,-0.11208768,1.0207491,0.2613806,-1.2519013,-2.1249576,-1.1372379,-0.05103786,-1.1744608,-1.4180367
Slovakia,SVK,12,1.7325981,0.6773868,-0.12352796,-0.9220049,-0.21492267,-0.038741708,-2.0247989,0.57711476,-2.112803
Slovenia,SVN,1,1.2596284,0.2931469,-0.62438756,0.19741134,-1.9340982,-0.54294366,-3.2957382,-1.9674908,-4.504099
Slovenia,SVN,2,2.4271586,-0.11662803,0.049024034,0.04509435,-2.0486908,-0.26210907,-1.3833444,-2.114072,-2.677325
Slovenia,SVN,3,0.78546864,0.5054187,-0.21855637,-0.112875745,-1.6842047,-1.0500517,-1.7281281,-1.8647505,-2.1768837
Slovenia,SVN,4,-0.63344777,0.8925021,0.0047701835,-1.1799068,-1.3494682,-2.0355747,-0.59180284,-1.5403064,-0.9628124
Slovenia,SVN,5,-0.28112715,-0.16463804,0.6489476,-0.39287156,-1.1511414,-1.3613598,-1.2114131,-1.1883188,-1.3058355
Slovenia,SVN,6,1.1500072,0.746858,0.18415356,-1.0845582,-2.0078483,-1.647068,-1.4357272,-1.1707413,-2.0109506
Slovenia,SVN,7,1.1742729,0.74534607,-0.21466216,-0.6736742,-1.0306137,-1.7376697,-1.8212156,-0.7141857,-1.668288
Slovenia,SVN,8,1.0169891,0.57187784,-0.35796052,-0.4325487,-1.3945099,-2.0606265,-2.0712128,-1.3498085,-1.3765299
Slovenia,SVN,9,1.1327546,0.487288,-0.48779887,-0.2829407,0.25153294,-1.0067734,-0.17623568,-0.2499485,0.4416484
Slovenia,SVN,10,1.4096005,0.25508967,0.3860081,-0.63915193,-0.22412796,-1.733679,0.03883543,-1.240375,-1.0200241
Slovenia,SVN,11,-0.183315,0.83784926,0.3099267,-1.1476142,-2.2295,-1.3068082,-0.44756827,-1.335071,-2.3424528
Slovenia,SVN,12,1.2926658,0.68373466,0.08220242,-1.0378114,-0.22657505,-0.557648,-2.2731495,0.51273775,-2.413628
Solomon Islands,SLB,1,0.51960754,0.29658127,-0.10361175,-0.2713665,-0.26104927,-0.5117893,-0.5705881,-0.43118745,-0.75290966
Solomon Islands,SLB,2,0.5180318,0.24390984,-0.06880512,-0.23042965,-0.32934704,-0.45525703,-0.5445097,-0.3669092,-0.64988995
Solomon Islands,SLB,3,0.45792803,0.24177304,-0.13037033,-0.16157933,-0.3697073,-0.38212642,-0.57626325,-0.45580977,-0.6832821
Solomon Islands,SLB,4,0.49310225,0.277713,-0.110935405,-0.22231522,-0.27746505,-0.39126262,-0.4965574,-0.39650744,-0.71434116
Solomon Islands,SLB,5,0.6095673,0.333086,-0.12506008,-0.29659635,-0.2477661,-0.41025218,-0.40536898,-0.30276775,-0.68410623
Solomon Islands,SLB,6,0.61056405,0.33901042,-0.10992317,-0.28627625,-0.2554083,-0.3237009,-0.5137869,-0.2741537,-0.57835805
Solomon Islands,SLB,7,0.8115295,0.31183034,-0.14697914,-0.2290268,-0.3662731,-0.28744334,-0.4963003,-0.3067732,-0.5402514
Solomon Islands,SLB,8,0.6296505,0.2840065,-0.09078503,-0.29120559,-0.2913727,-0.315555,-0.4535303,-0.20835248,-0.41969585
Solomon Islands,SLB,9,0.5738522,0.31918126,-0.061123084,-0.33250657,-0.32046622,-0.3392338,-0.5048874,-0.24156436,-0.46104583
Solomon Islands,SLB,10,0.6812355,0.243565,0.0030586242,-0.29183063,-0.26132947,-0.2777441,-0.522282,-0.2077156,-0.5404383
Solomon Islands,SLB,11,0.42265663,0.22439042,-0.04664116,-0.22335033,-0.32018757,-0.2944687,-0.57994497,-0.3906805,-0.8350441
Solomon Islands,SLB,12,0.40875855,0.2320425,-0.103830144,-0.15569668,-0.41101208,-0.52579004,-0.6162346,-0.45307046,-0.84320796
Somalia,SOM,1,0.27383614,-0.090283774,0.07305165,-0.018498803,-0.20004138,-0.15870647,-0.6525625,-0.43784922,-0.6176155
Somalia,SOM,2,0.2704207,0.037267495,-0.0972269,0.10881519,-0.1742054,-0.4223587,-0.5199612,-0.550737,-0.56925124
Somalia,SOM,3,0.29549947,0.11485577,-0.08213158,-0.072974585,-0.21276455,-0.6013502,-0.69105303,-0.79066086,-1.0459706
Somalia,SOM,4,0.4289711,0.2485878,-0.061719704,-0.27564105,-0.15100479,-0.47255993,-0.7281128,-1.3561294,-0.7699537
Somalia,SOM,5,0.91157264,-0.040644072,0.14589062,-0.089095496,-0.5537783,-0.6003292,-0.77096444,-1.2743225,-0.73746586
Somalia,SOM,6,0.7187344,0.283152,-0.16431656,-0.24145527,-0.4596613,-0.5259369,-0.59988403,-0.85720193,-0.46476382
Somalia,SOM,7,0.34086496,0.23296204,-0.032600213,-0.2982975,-0.36760026,-0.3045002,-0.34849033,-1.0175674,-0.559145
Somalia,SOM,8,0.4290535,0.34195957,-0.030558776,-0.34312192,-0.3723921,-0.4987591,-0.52894783,-1.0951258,-0.5942217
Somalia,SOM,9,0.63761103,0.3244938,-0.028305626,-0.31748676,-0.5113754,-0.6461523,-0.70857143,-0.94613725,-0.9562708
Somalia,SOM,10,0.9950943,0.14685135,-0.024521446,-0.22609043,-0.2631653,-0.52695143,-1.038546,-0.9539741,-0.8124958
Somalia,SOM,11,0.62300456,0.2429842,-0.092010304,-0.15721302,0.008508873,-0.36366424,-0.5221483,-0.42999935,-0.3690769
Somalia,SOM,12,0.439843,0.11542473,0.11513672,-0.31356296,-0.056620408,-0.16935329,-0.61192954,-0.56124115,-0.530439
South Africa,ZAF,1,0.3695663,0.38560256,-0.28511983,-0.12738113,0.025327872,-0.72113913,-0.5226835,-0.84813005,-1.1795315
South Africa,ZAF,2,0.16924126,0.17829609,-0.06938972,-0.24630776,-0.28480205,-1.1024616,-0.86785567,-1.415755,-1.5344763
South Africa,ZAF,3,0.33711562,0.47108763,-0.31125546,-0.23733196,-0.28836364,-0.81220686,-0.6432644,-0.85974294,-1.3688284
South Africa,ZAF,4,0.25696295,-0.00012664795,0.015298843,-0.053473376,-0.15682697,-0.39577788,-1.2760048,-0.45128384,-0.31323156
South Africa,ZAF,5,0.59630835,0.64635926,-0.41602278,-0.3259217,-0.044412136,-1.1185971,-1.1116244,-0.89323014,-0.5923451
South Africa,ZAF,6,0.76093006,0.28265628,-0.019265175,-0.38294953,-0.43397838,-0.51403534,-1.0871878,-0.61215985,-0.34370357
South Africa,ZAF,7,0.22489986,0.3552145,-0.23863068,-0.20139913,-0.22435045,-0.51759017,-0.67138577,-0.4285798,-0.58457124
South Africa,ZAF,8,0.27965146,0.42827845,-0.011757183,-0.3711936,-0.0054829596,-1.1159238,-0.32952014,-0.79302007,-0.08478489
South Africa,ZAF,9,0.2148861,0.3599883,-0.40245646,0.02071638,-0.7244338,-0.95265865,-0.2463007,-0.6526685,-0.7655238
South Africa,ZAF,10,0.6070625,0.27844772,0.16614953,-0.6048735,-0.86858904,-1.0567404,-0.8729445,-0.46531582,-0.5140654
South Africa,ZAF,11,0.5537838,0.36474437,-0.008860397,-0.36687833,-0.41087303,-0.5512667,-0.45272845,-0.32908344,-0.9748398
South Africa,ZAF,12,0.041561127,0.33797303,0.011230278,-0.40330067,-0.38285923,-0.62589705,-0.2796833,-0.880936,-1.0726922
South America (NIAID),,1,0.36120605,0.25071487,-0.05437527,-0.2818573,-0.40720692,-0.65186656,-0.6634388,-0.9088556,-0.8892363
South America (NIAID),,2,0.42518964,0.27762547,-0.050792884,-0.31064853,-0.2954731,-0.5714922,-0.62166464,-0.748534,-0.755884
South America (NIAID),,3,0.43143368,0.16712074,-0.079452135,-0.20002194,-0.26864663,-0.64138794,-0.77040213,-0.80568236,-0.8846073
South America (NIAID),,4,0.30430183,0.26099434,-0.055826377,-0.24668846,-0.33951283,-0.73643285,-0.79771864,-1.1288717,-1.0284045
South America (NIAID),,5,0.04701271,0.31586018,-0.2747078,-0.09413548,-0.23718567,-0.6141285,-0.61590517,-0.8266069,-0.8974363
South America (NIAID),,6,0.25032958,0.2817053,-0.10496292,-0.268227,-0.5760292,-0.656628,-0.70348775,-0.7243942,-0.794861
South America (NIAID),,7,0.45597535,0.25871333,-0.027392577,-0.32851696,-0.4105076,-0.4345848,-0.45761472,-0.42625675,-0.6557533
South America (NIAID),,8,0.44449693,0.27510816,-0.01270504,-0.30323735,-0.534778,-0.7928883,-0.2757593,-0.5893345,-0.7534391
South America (NIAID),,9,0.8250168,0.46279374,-0.23798028,-0.39979592,-0.8237621,-0.84194696,-0.18911323,-0.45211107,-0.72504157
South America (NIAID),,10,0.6840717,0.2005703,0.06450329,-0.33369827,-0.6510092,-0.8673622,-0.37571907,-0.7430662,-1.0335544
South America (NIAID),,11,0.43878898,0.23678799,0.040459633,-0.30110416,-0.41293392,-0.7551565,-0.46906835,-0.7350891,-0.8710764
South America (NIAID),,12,0.34337655,0.27088222,-0.11297989,-0.20196381,-0.45575562,-0.74777335,-0.7193346,-0.7911121,-0.9060255
South Atlantic Ocean (NIAID),,1,0.45746422,0.17293052,-0.042783357,-0.19290848,-0.17714004,-0.31564006,-0.44399986,-0.51181126,-0.43221778
South Atlantic Ocean (NIAID),,2,0.40468153,0.18888378,-0.04469185,-0.17811489,-0.1616148,-0.33708438,-0.44391042,-0.5386642,-0.4592945
South Atlantic Ocean (NIAID),,3,0.3147122,0.121170044,-0.028554916,-0.12339382,-0.16214505,-0.37429255,-0.46359253,-0.5912773,-0.5713627
South Atlantic Ocean (NIAID),,4,0.3670311,0.10715427,-0.004093933,-0.11547546,-0.15560818,-0.31135863,-0.44723645,-0.6782381,-0.5486021
South Atlantic Ocean (NIAID),,5,0.40684623,0.11599465,-0.06440067,-0.0836072,-0.093388274,-0.38452157,-0.36791772,-0.61424035,-0.53398913
South Atlantic Ocean (NIAID),,6,0.38280565,0.18761921,-0.048093606,-0.16327754,-0.14533119,-0.3117342,-0.43101913,-0.6461236,-0.58626205
South Atlantic Ocean (NIAID),,7,0.24125138,0.16856937,-0.036329173,-0.116229534,-0.1572133,-0.3290121,-0.34508237,-0.5792468,-0.5951316
South Atlantic Ocean (NIAID),,8,0.20097542,0.09612884,-0.026153183,-0.062281035,-0.08764639,-0.28198546,-0.35659248,-0.6244194,-0.57179534
South Atlantic Ocean (NIAID),,9,0.39310378,0.15443954,-0.081996724,-0.08460541,-0.11344814,-0.27167892,-0.40279865,-0.67261314,-0.6051574
South Atlantic Ocean (NIAID),,10,0.4478348,0.086586855,0.0123146055,-0.07218361,-0.2098587,-0.361679,-0.40751562,-0.5894898,-0.5033744
South Atlantic Ocean (NIAID),,11,0.4088335,0.14785509,-0.003281212,-0.14410648,-0.09937477,-0.2626028,-0.32187957,-0.52256525,-0.46168557
South Atlantic Ocean (NIAID),,12,0.39684182,0.13789788,-0.01854229,-0.14887162,-0.14078522,-0.31622332,-0.42771253,-0.58026683,-0.49625808
South China and Easter Archipelagic Seas (NIAID),,1,0.37746906,0.16438217,-0.100274846,-0.15515403,-0.37788314,-0.5219599,-0.5688469,-0.39723128,-0.5845089
South China and Easter Archipelagic Seas (NIAID),,2,0.3501463,0.090894125,-0.017949868,-0.11303826,-0.34197348,-0.47863942,-0.65122336,-0.32957268,-0.55734956
South China and Easter Archipelagic Seas (NIAID),,3,0.32764754,0.11245575,-0.06398678,-0.11501026,-0.27107543,-0.4934414,-0.6269596,-0.37279415,-0.6450716
South China and Easter Archipelagic Seas (NIAID),,4,0.35409507,0.124022484,-0.02084427,-0.11105843,-0.23828296,-0.41854304,-0.519318,-0.33303946,-0.73625296
South China and Easter Archipelagic Seas (NIAID),,5,0.48744354,0.22890492,-0.11018734,-0.1983759,-0.2582926,-0.41068345,-0.43394548,-0.36398315,-0.70944154
South China and Easter Archipelagic Seas (NIAID),,6,0.3253666,0.20139389,-0.16406345,-0.06449394,-0.22913781,-0.44276103,-0.48323765,-0.3927265,-0.4863922
South China and Easter Archipelagic Seas (NIAID),,7,0.4557293,0.11453915,-0.043911554,-0.09783268,-0.26187992,-0.35714588,-0.40180358,-0.40936717,-0.5156887
