Entity,Code,Year,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950
Bhutan,BTN,7,,1.352212,0.7002926,0.8509884,0.55293655,0.2554798,0.21821404,0.7484894,0.47592926,0.0012960434,0.2566309,0.65810394,0.32573318,0.3469677,-0.034524918,0.21674442,0.53557014,-0.059825897,-0.12769413,0.55516434,-0.26081562,-1.06921,-0.40149117,-0.23860931,0.26434708,-0.27547646,-0.5502796,-0.20132828,-0.010773659,-0.43890858,-0.45980835,0.3709154,-0.3026352,-0.91874886,0.12054062,-0.25091553,-0.7382164,-0.13246155,-0.47540092,-0.5896673,-1.4025192,-1.178277,-0.25586224,-0.4070139,-0.45373058,-0.24066639,-0.657588,-0.74766636,-0.2934265,-0.90906143,-1.2098818,-1.2207241,-0.28792858,-0.31388378,-0.96038246,-0.594985,-0.5564985,-1.2431965,-0.86709785,-1.1862211,-1.6015348,-1.207098,-0.63100815,-0.24898434,-0.4298725,-0.8406458,-0.72359085,-0.12003708,-0.5991993,-1.5640345,-1.7268305,-1.5257969,-1.6867962,-1.0219812,-1.9522667,-1.5431938
Bhutan,BTN,8,,0.71648026,0.7860565,1.0663204,0.51286125,1.0544662,1.0817776,0.7312088,0.5272913,0.6964264,-0.22167206,-0.11131191,-0.0141534805,0.3975706,-0.25167084,0.31487942,-0.04232502,-0.40196896,0.2500744,-0.062041283,0.039488792,0.032523155,0.2358532,-0.36477947,-0.095703125,-0.34513092,-0.846385,-0.42996788,-0.42544556,-0.3749733,-0.34048843,0.09109974,-0.25896263,-0.45729256,-0.40839958,-0.24738503,-0.63552666,-0.6071615,-0.9353409,-0.52429676,-0.06839752,-0.46557522,-0.40463638,-0.34168816,-0.15398502,-0.43287373,-0.4551401,-0.4353733,-0.7620344,-1.3218002,-0.6953621,-0.8524952,-0.8265629,-0.9114189,-1.3849878,-0.70579815,-0.9239769,-0.6072159,-0.8218279,-1.4576044,-2.210394,-0.9358692,-0.8952942,-1.247859,-0.30433846,-0.33770943,-0.59816265,-1.3138504,-0.969635,-1.3882179,-1.8666115,-1.1963024,-1.3430424,-1.3692875,-0.9706526,-2.0453882
Bhutan,BTN,9,,1.3196068,1.2316284,0.8640585,0.7627249,0.9917307,0.39089012,0.5990391,0.9519768,0.64751625,0.53022385,-0.16049385,0.23360634,0.13466263,0.34825325,0.13961029,0.2968073,-0.20392323,-0.05878544,-0.4445591,0.33148003,-0.15817928,0.21997929,-0.77163124,-0.21235847,-1.0294485,-0.35110855,-0.05617237,-0.8290539,-0.2522936,-0.34696674,0.35311508,-0.4933939,-0.40445423,-0.39605713,-0.34899712,-0.32647896,-0.09582996,-0.093595505,-1.1017847,-0.6702442,-1.4212418,-0.36581898,-0.5788393,-0.7116041,-0.21099472,-1.1771135,-0.8267994,-0.5904169,-0.81869125,-0.7799578,-1.2645035,-0.74269676,-1.2813578,-0.7741823,-0.4481907,-1.0909462,-0.5514469,-0.796299,-1.9037437,-1.6333952,-0.6716604,-0.63286495,-0.56553173,-0.30416107,-0.9159126,-1.1556692,-0.23834705,-0.6518097,-1.2069521,-0.7991257,-0.3109331,-1.41681,-1.2019129,-1.5358038,-0.9226141
Bhutan,BTN,10,,1.6360388,0.36561298,0.7808504,2.0571623,2.4703026,0.68377304,-1.2368078,1.1568336,1.0002432,0.012717247,-0.38358307,0.18529701,-0.6326504,0.08315563,0.74598026,0.58421135,-0.6029854,1.1197577,-0.9433174,-0.5640745,-1.4652042,0.4870243,-0.68699455,-0.07621765,0.04154873,-0.2094593,1.3668327,-2.591371,0.07389355,0.5614748,-0.5457239,0.3871565,-0.6414032,-0.3803978,-0.7076912,0.32522678,0.17293644,-0.7106638,-1.6594286,-0.5273638,0.6224327,0.12381554,-1.6126661,-0.057512283,-1.3933,-1.3260555,-0.1857109,-1.739285,-1.0708494,1.2463408,1.0169134,-0.85824585,-0.57481384,-0.52804565,-0.4408474,-1.6430793,-2.5133123,-1.9270458,-2.9661484,-2.1925735,0.8063326,-0.81523705,-1.1096497,-0.22734356,-0.5453062,-0.7486572,0.7963686,-1.7583175,-0.9776716,0.5110998,-0.7914753,-1.4943132,0.0151844025,0.31869984,0.036335945
Bhutan,BTN,11,,1.6280036,0.5554037,0.566,1.0230536,0.41065168,2.0231233,-0.49800777,0.16056395,1.3711977,0.535213,0.8318515,-0.19528866,-0.5398078,-0.61500263,1.3835678,0.51857233,0.16004467,0.10577965,-1.071538,-0.42697573,-1.7124655,0.5751281,0.18845034,0.84443283,0.11217356,0.5187588,1.7260814,-1.0094233,0.3764782,-0.44207954,-2.433734,0.099416256,-1.5082853,-1.4888632,1.0174527,-1.6593039,-1.035265,0.80178595,-0.35364103,-1.6235862,-2.2849646,-1.0266733,-1.8097429,-1.3680723,-0.7924571,0.96388245,-0.88880444,-0.010675907,1.0757332,-0.7038717,-0.47171783,-1.3818698,-1.5695953,-2.2535229,-1.7119801,-0.088906765,-1.376998,-4.118866,0.017242908,-2.8688245,-0.68136024,-2.4252996,-0.2608428,-2.8212795,-0.80780935,-0.42241096,1.0394664,-0.8045745,-0.97867393,0.21389627,-1.5850735,-2.4453604,-1.0380387,-0.6667142,-0.852654
Bhutan,BTN,12,,1.3744771,1.2650213,1.5811853,0.19879794,1.022985,-0.8934262,-1.3736959,2.7899504,2.6279922,-1.0140202,0.6828444,-0.69566,0.038235426,0.5901923,0.019146204,0.26518512,1.8271797,0.64470434,0.5764005,0.69465756,0.30291772,-0.5349654,-0.031265616,-0.17389512,0.052847147,-0.38922393,0.44998503,-1.7725654,0.17823672,-0.92891824,-1.4021516,0.6601615,-2.4761298,-1.7377055,0.13231874,-2.5372021,-0.09450674,0.9604387,-1.5096037,0.20778728,-0.61233854,-1.4664272,-1.0579216,-1.2943699,1.086498,-1.865207,-0.5015085,-1.4712833,-0.20158482,-1.3010459,-1.956195,-0.45793867,-0.5129417,-0.9781492,-0.36707854,0.10766554,-1.3699394,-1.0271425,-0.022444248,-0.74732935,0.04320407,-1.151981,-1.2850773,-4.1422157,1.5109997,0.7592952,0.008983135,-0.66672707,-2.5803406,-3.1595502,-3.0775206,-0.9785222,-2.852458,-1.618547,-1.5248879
Bolivia,BOL,1,0.26724243,2.0063648,0.28362656,0.8430462,-0.2617855,1.0735474,0.58670044,-0.25784492,0.5967407,1.4037628,-0.17655945,-0.62578964,0.4245186,-0.15280533,0.125391,0.29551888,-0.17847824,-0.6086693,0.44058228,-0.40561104,0.31342316,0.020606995,0.38628006,0.46824265,-0.8981247,-0.096860886,-0.7465935,1.2294998,-0.5398655,-0.5983906,-0.21468163,-0.056858063,-0.87228584,-0.47028542,-0.46507263,-0.5235977,-0.79281807,0.20137978,-0.20476913,-0.34303284,-0.8132038,-1.3229771,0.58730507,-0.6556606,-0.47089767,-0.45798683,-0.91231346,-0.7827835,-0.5568905,-1.2394218,-1.055151,-1.0918941,0.4755001,-1.2682133,-0.9345474,-0.6225014,-0.75736046,-1.1516438,-0.5701237,0.47546768,-1.9494686,-0.4242134,-1.2262669,-1.1292992,0.2185173,-1.1803837,-0.9702759,-0.83741,-1.8759632,-2.2056274,-1.818388,-1.0066586,-1.5780602,-0.6883087,-1.7633038,-1.924797
Bolivia,BOL,2,1.026022,1.3677979,-0.08555794,0.43938828,0.45747948,0.6611061,0.42289543,0.011211395,0.55316544,1.1832218,0.3861599,-0.4626732,0.17989922,-0.42934227,-0.54236984,1.1256294,0.066669464,-0.2255516,0.3089676,0.20484924,-0.08197975,-0.2876854,0.038116455,-0.31737328,-0.16771317,-0.35193253,-0.14591599,0.86501503,-0.9095211,-0.07984352,-0.2509861,-0.28909302,-0.6950054,-0.7586441,-0.011318207,-0.65509224,-0.44524193,-0.1996975,-0.37858582,-0.72135353,-0.3213501,-0.66096497,0.5075455,-0.47314453,-0.571661,-0.010404587,-0.27643204,-0.013263702,-0.51555634,-1.0685825,-0.5925369,-1.2594299,0.24682236,-1.0647125,-1.3997612,-0.90636444,0.02290535,-1.0022926,-0.9629955,-0.38452148,-1.2374401,-0.18463135,-1.6954098,-0.57504654,-0.57407,-1.2856236,-0.46437645,-0.40553856,-1.8939247,-1.5302601,-1.304369,-1.4808674,-1.2764778,-1.2612133,-1.8360271,-1.2910786
Bolivia,BOL,3,0.045915604,1.8875179,0.5354786,-0.29285622,-0.28051186,1.373146,0.40958214,-0.02287674,0.18079185,0.66057205,0.4068699,-0.20915794,0.11226463,-0.39424324,-0.41270065,1.442358,-0.24347115,-0.45848846,0.21081161,0.49083138,0.37551308,0.499794,-0.27053642,0.35893822,-0.6614742,-0.758358,-0.77713776,0.56316566,-1.1511478,-0.49827576,-0.061275482,-0.30478096,-0.3179245,-0.52895737,-0.013784409,0.36183357,-0.846859,-0.0075798035,-0.7917633,-0.91859055,-0.22961807,-0.3833542,0.55820847,-0.87226295,-0.35629845,-0.29428864,-0.8057804,0.012643814,-0.44824982,-1.4999275,-0.75807,-1.4299145,0.14689445,-0.7602825,-0.86416245,-1.2566986,-0.046079636,-1.2036419,-1.5336742,-0.6639061,-2.1692047,-1.2654476,-1.2503281,-1.2339764,-0.49516296,-1.3578358,-1.1894608,-0.9477253,-1.5998535,-1.4892921,-1.2782478,-1.9760342,-1.1378784,-0.8629379,-0.8419838,-2.248417
Bolivia,BOL,4,,2.027811,0.18310356,0.5434494,-0.2988968,0.48301697,0.5305424,0.690176,-0.3525524,0.9173126,0.4614601,0.5444584,-0.1998806,0.00068092346,0.40465355,0.5446167,0.12661934,-0.70290375,0.492548,-0.24145699,-0.34506035,0.5062847,-0.5430069,0.19545937,-0.05608177,0.027544022,-1.0799541,0.38661003,-0.8654194,-0.19903946,-0.84122276,-0.14189911,-0.1362629,-0.4682808,-0.13895798,0.1947937,-0.9805546,-0.645771,-0.16565323,-0.013568878,-0.7629032,-1.4257698,0.59830475,-0.88407326,-0.48874283,-0.2884941,-1.3355656,-0.76839066,-1.0539551,-1.3488712,-0.80413437,-2.098587,0.09145737,-1.6290874,-1.7964592,-0.47802544,-0.041542053,-2.2812252,-0.8437824,-0.8868675,-1.5480556,-0.6664238,-1.1900291,-1.6003227,-0.4332981,-1.454256,-0.9440441,-1.6601257,-2.6826801,-1.9366913,-1.6506214,-1.4133854,-1.3852959,-2.449463,-2.3067932,-1.6383781
Bolivia,BOL,5,,0.2284813,0.764061,-0.4241886,0.12931442,-0.0028152466,0.6051712,0.82156754,0.7981758,-0.35068893,0.38852692,0.25987244,0.5361538,0.34866142,0.16628456,-0.3479271,0.8105259,-0.84174156,-1.0065784,-1.5595398,0.5460491,-2.4410534,0.5967102,1.1432285,-0.71873474,-0.1960125,-0.12568665,-0.90665245,-0.38623047,0.2231121,-0.6875,1.0304947,-0.17615509,0.70295715,0.7698498,-0.5575714,-1.1817665,-1.341116,-1.2219086,0.094236374,0.4462738,0.60004234,0.50582695,-0.8082447,0.7080498,0.14052773,-0.40160942,-0.5361328,-1.0851898,-0.9903488,-1.0506897,-0.84199333,-0.41839218,0.75592613,-1.5997047,-0.20986176,1.0074234,-2.357874,1.347992,-0.7783127,-0.7056122,-0.6525936,-0.7105541,-1.6814728,0.33359718,-2.6200447,-1.2564316,-1.370266,-0.34579659,-3.364478,-1.2651081,-1.4008522,-0.23176956,-0.5111637,-1.1167679,-1.0003643
Bolivia,BOL,6,,2.2614822,0.19000626,-0.64902306,-0.9281273,0.8097706,1.3220234,-1.4289894,0.108148575,-1.1349907,0.98093987,0.35247803,0.2973919,0.000120162964,0.7770138,1.3098011,-0.9615898,-1.3714046,0.89884186,0.8218136,0.8910618,-0.34324646,1.0375328,-0.44029808,-1.1000538,-0.32362556,-0.5576439,-0.39614868,-0.055278778,-1.9441576,0.1343441,0.1434803,-0.18582153,0.6582775,-0.299757,-1.5568333,0.17424965,-1.3122101,-1.0681324,-0.04361534,-0.89110565,-1.1079082,-2.4277964,-0.70396996,-1.6938848,-0.70111847,-1.5292006,-0.50201416,-0.37695885,-1.4573383,-0.38235474,-1.1342678,-0.12713242,0.56445694,-2.5607777,-0.30745125,-0.325243,-0.20047188,-1.8324566,0.058095932,-0.035526276,-1.4602146,-1.0077419,-2.5309505,-1.3209133,-0.20536041,-0.75680923,0.19930267,-0.47727966,-2.4212961,-1.2815762,-1.2122002,-0.5089588,-2.0582914,-1.268343,-0.8961239
Bolivia,BOL,7,,-0.19612122,1.7575989,2.342451,0.23149109,0.5756016,0.2393341,0.2665348,0.7846279,1.3242626,0.19309044,-0.33348083,0.11554909,-0.26587105,0.68709373,-0.53224945,-0.09238434,1.7070599,-0.3791504,1.4456882,-0.30760765,-0.10770607,0.08216858,-0.7936115,0.38354492,-2.4285498,-0.8233032,1.3349972,0.9731178,-0.6212921,0.8527012,-0.2832508,-0.8927784,-2.547061,-0.55706406,-2.1596785,-0.9152527,-1.6510687,1.512373,-1.0313683,-0.7613392,0.18115807,-0.45373154,0.50774384,-1.51159,-0.46276283,-0.45074654,1.2353153,1.3265839,-0.23724937,-2.0527258,-0.38835907,-1.1768742,-0.04174614,-0.5607033,-1.0316029,-0.042657852,0.46344948,-0.4301052,-0.9066868,-1.0868511,-1.8764734,0.68310165,-3.1752405,0.5262604,0.06185341,0.5320587,0.69210434,-1.7077103,-1.2781935,-1.8037367,-0.57551,-1.0670929,-0.6921444,-0.3490944,-1.1427231
Bolivia,BOL,8,,0.59207535,1.9464321,-0.34065247,0.61452484,0.5786915,0.12665558,-1.3421001,1.0181274,0.7231636,1.7290268,0.561039,-1.2885284,0.5423393,0.12050629,0.19711876,0.20023155,0.84350777,-0.8118191,0.61766243,0.72431374,-0.1618576,-1.4579964,0.76473045,1.0617981,-0.042696,-0.70975304,-0.069480896,-0.918766,0.66815186,0.3728962,0.19285202,-1.7755623,-1.8321629,-0.63209534,-0.32144737,-0.13349533,0.7288952,-0.9159088,-0.24341202,-1.6578903,-1.8819141,-0.7422638,-0.42524529,-0.54895973,-1.0483208,0.7535362,-1.7237263,-0.82632446,-1.1493969,-0.9720707,-1.6585102,-1.7736225,-0.92848206,-1.5876846,-0.3675499,-0.4071598,-0.35188293,0.22857666,-1.4937744,-0.66706467,-0.8349266,1.1962032,-0.5936165,2.3712826,-1.1844254,-1.5674419,-1.7016258,-0.3680439,-1.3451538,-1.6667385,-0.4020195,0.4055462,-0.6473141,-0.90426064,-0.47740173
Bolivia,BOL,9,,2.1411743,2.2868977,-0.33096313,2.043522,0.8932438,1.5376072,0.43906212,0.6059685,-0.3814373,1.3087311,1.4689217,-0.30622482,1.4182262,0.7057743,1.0259533,-0.1276493,-0.5627365,0.9557495,-0.48081017,-2.0337658,0.62366676,-0.8151245,-0.16103363,-0.008607864,-0.92969894,0.44058418,-1.3542747,1.006546,-1.6057549,0.24777985,0.35658646,-1.0786877,-2.4458485,-0.74271584,-1.8817291,-1.6851234,-0.21032524,-0.5192261,-1.8747387,-1.3080044,-0.97138596,-1.9647045,-1.009943,-2.280651,-1.6912937,-1.6103592,-1.1480465,-0.7132664,-2.5423527,-0.96432304,-1.3863792,-0.93622017,-0.40745926,-0.14549637,-0.46356392,0.69555664,-1.8008709,0.1927185,-1.5630131,-1.4379158,-1.4158287,0.88653755,0.8371086,2.0739136,-0.46679878,-0.5122509,-0.732563,-1.1450081,-2.0519543,-0.023641586,-0.8100109,-0.7969036,-1.8097363,-0.9342079,-1.7096825
Bolivia,BOL,10,,1.7833061,2.5032082,-0.7157898,0.9258957,1.5760593,0.12272072,0.39393044,0.25064278,0.12739563,0.30250168,1.1066666,-0.7034683,1.1125278,0.09740448,-0.1912098,0.46534157,-0.24054718,0.30000877,0.08040047,-0.8229275,0.084970474,-0.15934944,0.89333344,-0.16940498,-0.0028476715,-0.39439583,-0.88505554,0.6913357,-0.8389988,-0.25235176,-0.47378922,-0.27579498,-1.1211567,-1.073946,-0.25191116,-0.30358124,-0.5050545,-0.3575058,-1.6977539,-0.68772125,-0.008836746,-1.2030144,-0.87369347,-1.4355373,-0.73028374,-0.083423615,-0.60762215,-1.1707268,-1.2303486,-1.3892231,-2.3329678,-0.6661205,-0.595026,-3.0964012,-0.7927704,-1.1140614,-0.81531525,-0.6540451,-1.1616688,-0.70324516,-2.7979298,1.8289261,-1.9600716,1.1555195,-0.8902607,-1.080637,-1.8860092,-0.49502563,-2.4506989,-1.3855553,-1.6443138,-1.9250717,-2.0212326,-1.3474159,-2.7102013
Bolivia,BOL,11,,0.7248192,2.3624249,0.2318821,-0.24208641,1.3454113,0.73794746,0.15299034,0.25530815,-0.41435623,0.82614326,0.10733414,0.10820198,0.41418839,0.9113884,-0.045196533,1.5667896,0.62784386,-0.8579712,0.21216011,-0.07776642,-0.3799305,0.27411842,0.53264046,-0.16895485,-0.9834595,-1.0898399,-0.94096184,0.57745934,-1.0567608,-0.20201683,0.07334709,0.0817852,-1.4657631,-1.1221161,-0.044109344,-0.17824364,-0.22103882,0.11497307,-0.25371933,-1.1420288,-1.2833366,-1.5095673,-0.4222927,-0.2087326,-0.7775898,-0.57578087,-0.26179886,-0.8054867,-1.3635597,-1.2381039,-0.5997238,-1.5161285,-0.069791794,-1.9607468,-1.2423077,-0.05091095,-0.0032653809,-1.4785557,-1.331522,-1.3101101,-2.0981083,-0.71193504,-0.4631214,-0.6303959,-1.8284988,-0.9744663,-1.4513111,-1.2112312,-2.6961498,-1.6654873,-1.6522331,-1.368185,-2.0346909,-0.95051384,-1.7768211
Bolivia,BOL,12,,0.6586952,1.8177834,0.071603775,0.023506165,0.36253357,0.16749954,-0.0058841705,0.20102501,0.44558334,1.1247177,0.1285057,0.39212418,0.13290024,-0.024240494,0.69475746,0.10191536,-0.3634777,-0.6149502,0.32515335,-0.025094986,0.21152687,0.024694443,0.36406517,-0.6886711,-0.5417576,-0.46378136,-0.7865486,0.8090763,-0.5720043,-0.5781212,-0.12875175,-0.040157318,-0.40540695,-0.24722481,-0.37374306,-0.62283516,-0.80451393,-0.11470032,-0.38017464,-0.7031231,-1.1025352,-0.50380135,-0.44179535,-0.46076393,-0.3720417,-0.82094574,-0.9782753,-0.811676,-0.8216286,-1.1665535,-1.5098534,-1.5017719,-0.63941383,-1.149641,-0.8897152,-1.1924458,-1.3457108,-1.2142944,-1.256815,-0.1692791,-1.6864033,-0.56949234,-1.5854721,-1.0348206,-1.2730484,-0.7172661,-1.4917183,-0.57723236,-2.0446243,-1.9217262,-1.5404282,-1.446785,-1.6270008,-0.90055275,-1.5571823
Bosnia and Herzegovina,BIH,1,3.0502107,1.9563042,2.8935645,0.25859007,0.57881176,0.73460436,-1.3468995,3.074435,-5.621426,1.064607,1.1169286,4.1880307,1.7216488,-0.70234776,0.1508263,-0.60050696,-1.1623894,1.911112,3.9112356,-1.9906626,-0.6933992,-1.547243,-0.69639045,-1.56759,2.4971886,-3.0933795,0.14982784,1.5137092,0.5690601,-0.4241082,-1.6229013,0.9587084,-0.7821446,-1.1156054,-0.5949286,-0.036869317,-0.88314676,2.276234,-3.3566542,-0.14925878,-5.026839,-0.07900724,1.0273337,-1.4932019,-4.6042223,-2.9079738,-2.6270168,-0.7449242,1.6795248,-0.7880794,0.18333408,0.9408692,-0.4093783,-0.25064352,-0.2601612,-0.029289842,-2.4473143,-3.459816,-4.3436046,-4.5585384,-0.90942085,-6.4023013,-6.94941,-0.05944723,-1.3728231,-2.104778,-1.2203566,-1.8947594,-3.2078617,0.15787143,1.5426556,-6.335918,-1.7637967,-1.5524329,0.9680778,-3.9663587
Bosnia and Herzegovina,BIH,2,1.0246404,6.262004,0.7440311,2.591488,3.09164,3.5429225,1.697337,-1.5909134,2.650484,4.600813,-0.10997975,4.5268693,0.0059503317,-5.811578,-0.6209461,-0.23632419,-0.67699707,2.2968569,3.7390175,-0.79097635,-4.315678,0.07307589,-4.9301977,3.6298642,1.0764962,0.41315758,-2.146368,1.4768459,1.1091219,-4.005289,2.8105412,-1.4271145,-3.0495825,-0.33892322,-3.598487,3.607389,2.2635775,0.9297205,-0.1809926,-3.696423,-4.76363,-1.809757,-3.098105,-2.1988218,-2.2682018,-0.10480344,0.76581204,-1.1086313,3.31531,-1.5496589,-2.0428624,2.453415,-0.6697679,1.970564,-0.55150455,-1.5417327,-1.0566269,1.0823251,-1.4390218,3.4195647,-6.697248,-2.5020285,-4.231367,-2.7054732,0.17822802,-0.13331437,-3.7496228,1.8450037,1.9175988,-10.235668,0.86341417,-6.7167764,-2.8679547,-2.1743677,1.8711149,-0.15660477
Bosnia and Herzegovina,BIH,3,2.9425397,3.9227548,1.5973048,-0.9838238,-0.8664298,0.6895642,2.1188889,-1.1328154,2.870893,0.5785303,-0.19424295,2.3993325,-0.7970667,1.7403388,-0.35367537,-0.50109243,-0.5280442,0.4745822,1.7455878,-1.5351546,-2.4753268,-0.9478979,-0.6805196,2.1259184,3.6359391,-0.6381922,0.20765972,-2.4253383,-0.5311966,-4.6663103,-1.8387058,1.9763021,-2.9379947,-0.16607952,1.7861032,2.3334093,2.3637223,-2.165126,-5.7976494,-1.2857022,-1.0174294,-2.1564884,0.15178394,-1.803071,1.6626806,-1.0512524,1.149118,-0.33317757,2.5270362,-3.8503518,0.79682016,1.0171409,-2.9332616,1.7001147,-4.5858154,-2.2252955,-2.2049685,-0.8995867,-0.6058216,-3.0127978,-1.8639057,-2.289716,-3.8260288,-4.254763,0.78063965,0.32499027,2.2267342,-5.7443604,0.66664124,-5.1322494,-3.0459375,-0.21157885,-3.4205377,-2.662488,-1.1184645,-0.8222008
Bosnia and Herzegovina,BIH,4,,2.5653267,-1.2554016,-0.7884407,-2.340979,0.6018667,0.66006374,4.123806,-0.79343605,1.9675207,-0.7755337,0.60203743,1.6871195,0.060573578,1.1032915,0.31871414,1.9850054,0.31763172,1.9507484,0.65435886,-0.59678745,0.37946987,-1.3461628,-0.6958227,-1.2374878,2.0677557,0.0642252,0.5398922,-5.2606344,-1.377717,-1.4900732,-1.0467978,-0.5858755,-0.6749401,-3.2028027,-1.4959221,0.90992165,-1.06112,-1.0101995,0.5864248,-0.6574831,-2.011352,1.0689087,-3.3418026,-0.89243984,-3.9979439,-2.723473,-2.1438742,-1.8421679,-1.4490623,-1.082612,-2.4567523,-3.4287267,-0.12418461,0.21719646,-1.4020729,-1.8102703,1.5752754,-2.0470495,-0.011554718,-3.1492062,-0.82951164,-0.72389984,-0.38153458,2.3804712,-1.1045084,-0.460701,-3.702045,-1.0378752,-1.5944347,-3.8465605,-2.8916588,0.043133736,1.7418461,-1.5131149,-0.7220459
Bosnia and Herzegovina,BIH,5,,1.3669691,0.10843372,1.931756,-0.53471184,-0.7796545,-2.780139,2.246789,0.46098137,-0.7128,0.95954514,-1.0426493,-0.012234688,-0.6275234,-0.37395,-0.3786478,1.7908506,0.87904644,1.2193432,-0.07670593,0.30467987,-2.0841417,2.7735147,1.1477175,0.99384594,1.5064783,0.75089836,-0.98320293,0.082912445,0.64239025,-1.3170233,-0.14287186,0.8434763,-0.81079674,-4.480154,-0.63600063,-1.991929,-0.18185616,-2.5053835,1.5529785,0.88021183,-1.4904413,0.93462753,-0.069150925,-0.9136152,-3.5622616,-0.54690075,-2.7471142,-0.35414124,-1.1207371,-0.017389297,-2.2875528,0.12174702,-0.88398933,0.852335,-3.187457,1.5580664,0.6692457,-0.5429201,-1.2943306,-2.6939144,-1.7812634,-1.4540968,-0.50034904,-2.0739212,-1.8138027,-1.0774794,2.1138163,-3.3442116,-1.1733923,-1.2186174,-1.9634686,-1.7386551,-1.913887,-0.64163876,0.14425468
Bosnia and Herzegovina,BIH,6,,2.738367,0.22011375,2.9097862,1.7636871,-0.7930622,2.3054543,-0.068258286,1.6184502,0.48927116,-0.24397278,-0.5286579,-0.544363,2.205164,0.28045082,-0.11279106,-0.8068218,0.7955437,1.4778423,-0.74394417,-1.118784,-0.6721668,2.8772793,0.84456444,-2.0657654,0.6982765,-0.23337746,0.5290928,0.05016327,-0.07229614,-1.7939663,-0.92757225,-0.81762695,-1.7076511,-0.9204922,-1.4815426,-3.1454134,-1.8391285,-1.2504597,-2.3007097,-2.514985,-2.5230265,-2.1286278,0.13456535,-0.60775375,-1.9983387,0.23377037,-1.9441452,-1.4936943,-2.6133204,-2.1576462,-2.638525,-1.2310638,-0.16228676,-1.7512226,-0.73937607,-2.567706,-1.5019302,-2.4558592,-1.6181984,-1.8872242,-0.47746468,-0.6428547,-2.5988207,-0.6171589,-1.1589031,-2.1298218,-1.5959663,0.6873455,-2.663661,-1.5965805,0.472435,-0.76537323,-0.5783024,-0.9881859,0.8485851
Bosnia and Herzegovina,BIH,7,,3.056507,2.1935158,1.5749416,2.0416355,-0.3561802,0.19590187,-0.30686378,1.1242638,0.65716934,2.365408,-0.9309864,0.11988449,2.420723,0.18146324,0.57123756,0.62776375,-0.25247192,1.4781437,0.10255051,-0.48344612,-0.30989265,0.60489655,0.083208084,-0.36999702,-0.64559174,-0.7804775,0.47559166,-1.6613045,-1.8666077,0.6152687,0.13444519,-1.2990074,-1.6556396,-0.8394642,-1.5811634,-1.3068447,1.3841763,0.618351,-2.7381554,-0.5190029,-2.3230267,-0.046562195,-0.9988346,-2.378601,-2.1576786,-2.6004066,-2.4755192,-1.4924316,-1.8122768,-1.6949291,-2.0283604,-1.5611572,-1.4881554,-1.5248337,-2.018608,-2.673832,-1.8398094,-0.7159958,-2.477066,-1.1725464,-2.6509514,-0.9082184,-1.6060619,-2.0474663,-2.921381,-0.99539375,-0.18586731,-0.575943,-0.7973976,-1.814249,-2.0925179,0.09071922,0.5928097,-1.3959618,2.4927673
Bosnia and Herzegovina,BIH,8,,3.4384766,0.771719,0.6305847,0.23685837,0.7896919,1.3515034,0.57302094,1.8126774,-1.6233215,1.3710327,-1.0433884,0.95085907,2.2208118,1.267868,0.30184746,0.57912254,0.1446476,0.48968506,-2.3574104,-2.5450554,-0.9090481,2.4131527,-1.3796387,0.30422974,1.4512539,-0.37574768,0.039915085,-2.2347279,-1.354332,-2.5393486,0.81861305,-0.5662823,1.8580341,-1.8096848,-1.4419308,-1.9035931,0.18536377,-1.9509048,-0.47263908,-0.5499077,-2.8754463,-1.6964664,-1.4164333,-1.9492989,-1.5543518,-3.0769043,-2.7417812,-2.159834,-5.2203465,-2.9111195,-0.68494415,-1.9537907,-2.7943745,-0.052265167,-1.4074974,-2.7109375,-3.4842663,-0.97529984,-2.324606,-3.372509,-3.3987408,-0.77814865,0.9958744,-1.4305687,-1.0855141,-2.7902203,-0.35320282,-2.010975,-0.18230247,-3.3914528,-1.6005154,-2.3907166,1.8299103,-0.11130905,1.5910206
